date,melatonin,light,tray_id,cultivar,LFW_g,LDW_g,LA_mm2,RFW_g,RDW_g,area,perimeter,axis_major,axis_minor,eccentricity,convex_hull,compactness,extent,diameter,cf,area_cm2,cum_dli,inc_light,tipburn,percent_tipburn
11/13/2023,10,N,5,D,204.25,6.92,2461.14,10.26,0.32,25114,772.18,206.33,161.96,0.62,29416,0.85,0.66,178.82,71.74,350.07,145.29,508.62,0,0
11/13/2023,5,N,6,D,216.21,7.24,2386.16,9.95,0.33,26151,659.19,194.94,173.57,0.46,27519,0.95,0.82,182.47,63.36,412.74,260.44,1074.93,0,0
11/13/2023,5,N,6,C,163.83,6.67,2068.71,8.47,0.3,29552,914.12,239.35,174.08,0.69,36430,0.81,0.62,193.98,63.36,466.41,260.44,1214.73,1,3.4
11/13/2023,5,N,6,C,219.48,9.1,2599.76,13.39,0.44,31457,1034.69,242.47,186.47,0.64,39679,0.79,0.6,200.13,63.36,496.48,260.44,1293.03,0,0
11/13/2023,5,N,6,D,220.47,7.66,2615.29,10.6,0.32,25803,719.61,190.3,177.63,0.36,28345,0.91,0.67,181.26,63.36,407.24,260.44,1060.63,0,0
11/13/2023,5,N,6,C,165.19,6.8,1925.69,8.12,0.26,23013,846.14,199.28,171.19,0.51,30343,0.76,0.56,171.18,63.36,363.21,260.44,945.94,0,0
11/13/2023,5,N,6,D,236.46,7.26,2505.63,11.24,0.35,28307,723.53,205.41,180.51,0.48,30216,0.94,0.77,189.85,63.36,446.76,260.44,1163.55,0,0
11/13/2023,5,N,6,C,146.02,6.12,1853.56,8.24,0.28,31090,927.74,223.59,195.51,0.49,38217,0.81,0.64,198.96,63.36,490.69,260.44,1277.95,0,0
11/13/2023,5,N,6,D,231.02,7.42,2526.61,11.87,0.37,29899,766.2,201.18,197.41,0.19,32541,0.92,0.7,195.11,63.36,471.89,260.44,1228.99,0,0
11/13/2023,5,N,6,D,216.57,7.38,2285.13,11.86,0.36,26903,775.75,208.93,170.48,0.58,30340,0.89,0.66,185.08,63.36,424.61,260.44,1105.84,0,0
11/13/2023,5,N,6,C,189.47,7.84,2293.62,11.98,0.34,31634,912.45,217.95,201.85,0.38,38139,0.83,0.56,200.69,63.36,499.27,260.44,1300.31,0,0
11/13/2023,5,N,6,D,245.86,8.82,2735.67,18.06,0.52,27651,820.77,212.87,176.17,0.56,32132,0.86,0.62,187.63,63.36,436.41,260.44,1136.59,0,0
11/13/2023,5,N,6,C,202.41,8.34,2365.96,9.66,0.34,28049,742.24,223.44,165.67,0.67,30532,0.92,0.66,188.98,63.36,442.69,260.44,1152.95,0,0
11/13/2023,5,N,6,D,220.38,7.5,2408.81,11.02,0.33,36218,1025.03,241.18,210.88,0.49,49736,0.73,0.58,214.74,63.36,571.62,260.44,1488.73,0,0
